"","state_lga","ward_lga","ki_coverage","settlement_ward_lga","C_info_state","C_info_lga","C_info_ward","C_info_settlement","D_D1_hc_now","D_D1_hc_remain_perc","D_D1_insurgents_settlements","D_D1_community_leadership","D_D1_community_leadership_groups_youth","D_D1_community_leadership_groups_women","D_D1_community_leadership_groups_elderly","D_D1_community_leadership_groups_disabled","D_D1_community_leadership_groups_none","D_D2_idp_now","D_D2_idp_perc","D_D2_idp_time_arrive","D_D2_idp_source_state","D_D2_idp_source_lga","D_D2_idp_abductee","D_D3_returnees_now","D_D4_child_perc","D_D4_pregnant_lactating_perc","E_food_now","E_food_no_reason1","E_food_now_type_main_staples","E_food_now_type_pulses","E_food_now_type_fruit","E_food_now_type_vegetables","E_food_now_type_meat","E_food_now_type_milk_dairy","E_food_source","E_food_wild_now","E_meals_number","E_food_distr","E_market_now","E_market_now_se","E_market_now_who","E_cereal_price_increase","E_food_coping_consumption_less_expensive_food","E_food_coping_consumption_borrow_food","E_food_coping_consumption_wild_food","E_food_coping_consumption_limit_meal_size","E_food_coping_consumption_only_children_eat","E_food_coping_consumption_reduce_meals","E_food_coping_consumption_skip_days","E_food_coping_consumption_none","E_food_coping_livelihoods_borrow_food","E_food_coping_livelihoods_borrow_money","E_food_coping_livelihoods_gather_wild_food","E_food_coping_livelihoods_consume_seeds","E_food_coping_livelihoods_send_children_to_neighbors","E_food_coping_livelihoods_household_begs","E_food_coping_livelihoods_sell_home_assets","E_food_coping_livelihoods_sell_livestock","E_food_coping_livelihoods_slaughter_livestock","E_food_coping_livelihoods_hunting","E_food_coping_livelihoods_fishing","E_food_coping_livelihoods_cattle_camps","E_food_coping_livelihoods_displacement_camp","E_food_coping_livelihoods_none","E_shock_hunger","E_shock_arrival","E_shock_cereal_price","E_shock_protection","E_current_activities_crops_for_cash","E_current_activities_crops_for_sustenance","E_current_activities_livestock","E_current_activities_hunting","E_current_activities_fishing","E_current_activities_casual_labour","E_current_activities_market","E_current_activities_salaries","E_current_activities_remittances","E_current_activities_poultry","E_current_activities_none","E_current_activities_other","E_livelihoods_practice_subsistence","E_livelihoods_practice_farmingsell","E_livelihoods_practice_grazing","E_livelihoods_practice_markets","E_livelihoods_practice_transportation","E_livelihoods_practice_trade","E_livelihoods_practice_artisan","E_livelihoods_practice_service","E_livelihoods_practice_other","E_livelihoods_barriers","E_livelihoods_barriers_choice_farmland","E_livelihoods_barriers_choice_waterways","E_livelihoods_barriers_choice_grazing","E_livelihoods_barriers_choice_markets","E_livelihoods_barriers_choice_transportation","E_livelihoods_barriers_choice_other","E_land_available","E_ag_inputs","E_harvest_last","E_harvest_next","E_livestock_possession","E_livestock_access","E_harvest_who","E_harvest_use","E_fuel_cooking","E_fuel_lighting","E_fuel_obtain","E_fuel_insufficient","F_health_now","F_health_dist","F_health_no_reason1","F_supp_feeding","F_health_problems1","F_mortality_increase","F_mortality_increase_why","F_mortality_child","F_mortality_adults","F_mortality_eldery","F_polio_vacc","F_polio_vacc_visit","F_polio_vacc_infection","G_prot_now","G_prot_incidence","G_prot_looting","G_prot_women_concern","G_prot_men_concern","G_prot_girls_concern","G_prot_boys_concern","G_prot_unaccompanied","G_comm_relations","G_disputes_violence","G_disputes","G_lighting","G_night_walk","G_abduction_girls","G_abduction_boys","G_suicide_bombing","G_safe_concerns","G_detained_childer","G_detained_adult","G_move_men","G_move_women","G_enslaved_labor","G_mines","G_quantity_uxo","G_mine_acc_numb","I_I1_nd_shelter_type1","I_I1_nd_location","I_I1_rt_shelter_type1","I_I1_rt_location","I_I2_idp_shelter_type1","I_I2_idp_location","I_I2_shelter_open_yn","I_I2_shelter_open","I_shelter_materials_grass","I_shelter_materials_mud","I_shelter_materials_timber","I_shelter_materials_rope","I_shelter_materials_cgi","I_shelter_materials_ps","I_shelter_materials_pole","I_shelter_materials_none","I_shelter_materials_other","I_shelter_damage","I_shelter_destroyed_percent","I_shelter_flooding","I_nfi_available_blanket","I_nfi_available_sleeping_mat","I_nfi_available_jerry_can","I_nfi_available_cooking_pot","I_nfi_available_mosquito_net","I_nfi_available_bucket","I_nfi_available_soap","I_nfi_available_none","I_nfi_available_other","I_nfi_source_pre_displacement","I_nfi_source_market","I_nfi_source_local_community","I_nfi_source_ngo","I_nfi_source_didnt_get","I_nfi_source_other","I_nfi_need1","I_nfi_distribution","J_water_boreholes","J_water_boreholes_functional","J_water_now_how","J_water_now_time","J_water_source_animals","J_water_safety","J_water_source_seasonal","J_latrine_now","J_latrine_usage","J_latrine_no_usage","J_hand_washing","K_edu_now","K_edu_no_reason","K_edu_girl_formal","K_edu_girl_formal_attendance","K_edu_girl_informal","K_edu_girl_informal_attendance","K_attendance_no_reason1_girls","K_edu_boy_formal","K_edu_boy_formal_attendance","K_edu_boy_informal","K_edu_boy_informal_attendance","K_attendance_no_reason1_boys","N_radio_allowed","N_radio_existing","N_cellphoneallowed","N_cellphone_existing","N_info_source","N_info_source_who","N_electricity","N_mobilephone","N_info_trust","N_prevent_info","N_prevent_info_how","N_prevent_info_what","D_D2_idp_source_ward","D_D2_idp_source_settlement","D_D3_returnee_time_arrived","L_idp_leadership","ward_htr_settle_cnt","ward_gis_settle_cnt","ward_prcnt_of_H2R","ward_prcnt20ov_yn","lga_settle_cnt_H2R","lga_settle_cnt_GIS","lga_prcnt_of_H2R","lga_prcnt20ov_yn"
"55","borno;NG008019","NG008019003;NG008019",NC,"0868fca3-82d3-4665-8c80-90fb9f222a9d;NG008019003;NG008019","borno","NG008019","NG008019003","0868fca3-82d3-4665-8c80-90fb9f222a9d","yes","less_half","yes","no","SL","SL","SL","SL","SL","no","SL","SL","SL","SL","NC","no","half","less_half","no","unsafe_access_land","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","forage","yes","Less_than_1","no","no","NC","NC","SL","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","hunger_worst","SL","SL","no_impact","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","no","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","no","no","no","no","no","no","no","NC","firewood","torchlight","collect_within","reduced_meals","no","SL","never_there","no","malnutrition","no","SL","malaria_fever","hunger_malnutrition","hunger_malnutrition","no","NC","no","worse","yes","no","forced_marriage","forced_recruit","early_marr","abduct","no","SL","SL","NC","no","no","yes","yes","no","inside","no","no","no","no","no","no","SL","SL","tent","proper_home","SL","SL","SL","SL","SL","SL","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","no","SL","no","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","soap","no","no","SL","pro_well","under_30_minutes","no","no","yes","no","SL","SL","ash","no","no_facilities","SL","SL","SL","SL","NC","SL","SL","SL","SL","NC","no","no","no","no","in_person","friend_family","none","no","person","no","SL","SL","SL","SL","SL","SL",1,63,0.02,0,2,352,0.00568181818181818,0
"56","borno;NG008019","NG008019012;NG008019",NC,"609fa8f2-a572-4c73-ba01-ca9bb4379e8c;NG008019012;NG008019","borno","NG008019","NG008019012","609fa8f2-a572-4c73-ba01-ca9bb4379e8c","yes","more_half","no","no","SL","SL","SL","SL","SL","no","SL","SL","SL","SL","NC","no","less_half","less_half","no","unsafe_access_land","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","forage","yes","three","no","no","NC","NC","SL","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","hunger_worst","SL","SL","no_impact","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","no","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","no","no","no","no","no","no","no","NC","firewood","torchlight","collect_within","reduced_meals","no","SL","never_there","no","malnutrition","yes","hunger_malnutrition","hunger_malnutrition","hunger_malnutrition","hunger_malnutrition","no","NC","no","worse","no","no","forced_marriage","forced_recruit","abduct","NC","no","SL","SL","NC","no","no","no","no","no","inside","no","no","no","no","no","no","SL","SL","tent","proper_home","SL","SL","SL","SL","SL","SL","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","no","SL","no","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","soap","no","no","SL","pro_well","under_30_minutes","no","no","yes","yes","NC","cultural_reasons","ash","no","no_facilities","SL","SL","SL","SL","NC","SL","SL","SL","SL","NC","no","no","no","no","in_person","friend_family","none","no","person","no","SL","SL","SL","SL","SL","SL",1,11,0.095,1,2,352,0.00568181818181818,0
"57","borno;NG008022","NG008022001;NG008022",NC,"d7fb3dbb-f3f4-4092-b2a6-a7bdefdc8056;NG008022001;NG008022","borno","NG008022","NG008022001","d7fb3dbb-f3f4-4092-b2a6-a7bdefdc8056","yes","less_half","no","no","SL","SL","SL","SL","SL","no","SL","SL","SL","SL","NC","no","none","none","no","unsafe_access_land","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","forage","yes","three","no","no","NC","NC","SL","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","hunger_worst","SL","SL","no_impact","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","no","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","no","no","no","no","no","no","no","NC","firewood","torchlight","collect_within","reduced_meals","no","SL","never_there","no","malnutrition","yes","hunger_malnutrition","other","other","hunger_malnutrition","no","NC","no","worse","no","no","none","none","none","none","no","SL","SL","NC","no","no","no","no","no","inside","no","no","no","no","no","no","SL","SL","tent","proper_home","SL","SL","SL","SL","SL","SL","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","no","SL","no","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","soap","no","no","SL","unpro_well","under_30_minutes","no","no","yes","no","SL","SL","ash","no","no_facilities","SL","SL","SL","SL","NC","SL","SL","SL","SL","NC","no","no","no","no","in_person","friend_family","none","no","person","no","SL","SL","SL","SL","SL","SL",1,19,0.055,1,9,288,0.03125,0
"58","borno;NG008022","NG008022003;NG008022",NC,"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx;NG008022003;NG008022","borno","NG008022","NG008022003","xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","yes","less_half","no","no","SL","SL","SL","SL","SL","no","SL","SL","SL","SL","NC","no","less_half","less_half","yes","SL","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","cultivated","no","two","yes","no","NC","NC","SL","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","SL","SL","SL","small_impact","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","yes","SL","SL","SL","SL","SL","SL","yes","yes","yes","yes","yes","no","yes","pay_authorities","firewood","torchlight","collect_within","reduced_meals","no","SL","never_there","no","malaria","no","SL","malaria_fever","malaria_fever","malaria_fever","no","NC","no","worse","no","no","fear_of_being_beaten_by_AOG","fear_of_being_beaten_by_AOG","none","none","yes","SL","SL","NC","yes","yes","no","no","no","outside","no","no","yes","yes","no","no","SL","SL","makeshift","bush","SL","SL","SL","SL","SL","SL","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","no","SL","no","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","mosquito_net","no","no","SL","river","under_30_minutes","yes","no","yes","no","SL","SL","only_water","no","no_facilities","SL","SL","SL","SL","NC","SL","SL","SL","SL","NC","yes","yes","no","no","in_person","friend_family","none","no","person","yes","no_mobile","info_aoo","SL","SL","SL","SL",1,14,0.075,1,9,288,0.03125,0
"59","borno;NG008022","NG008022005;NG008022",NC,"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx;NG008022005;NG008022","borno","NG008022","NG008022005","xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","no","SL","yes","no","SL","SL","SL","SL","SL","no","SL","SL","SL","SL","NC","no","less_half","less_half","no","unsafe_access_land","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","cultivated","yes","two","yes","no","NC","NC","SL","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","hunger_severe","SL","SL","large_impact","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","no","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","yes","no","no","no","no","no","no","NC","firewood","none","collect_within","reduced_meals","no","SL","no_staff","no","diarrhea","no","SL","malaria_fever","cholera_diarrhea","cholera_diarrhea","no","NC","no","worse","yes","yes","sex_viol","aog_violence","forced_marriage","abduct","yes","SL","SL","NC","no","no","no","no","no","inside","no","no","no","no","no","no","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","yes","more_half","no","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","clothes","no","yes","yes","tapstand","30_minutes_1_hour","no","no","yes","no","SL","SL","soap","no","facilities_dest_con","SL","SL","SL","SL","NC","SL","SL","SL","SL","NC","yes","yes","no","no","radio","friend_family","none","no","person","yes","no_obstacle","info_movement","SL","SL","SL","SL",1,21,0.05,1,9,288,0.03125,0
"60","borno;NG008022","NG008022006;NG008022",NC,"b62b13e5-c674-426b-9ec6-6772866683f1;NG008022006;NG008022","borno","NG008022","NG008022006","b62b13e5-c674-426b-9ec6-6772866683f1","yes","less_half","yes","no","SL","SL","SL","SL","SL","yes","NC","1_year","NC","NC","yes","no","less_half","less_half","no","NC","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","cultivated","yes","two","no","no","NC","NC","SL","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","NC","NC","SL","small_impact","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","no","NC","NC","NC","NC","NC","NC","yes","no","yes","yes","no","no","yes","pay_landlord","firewood","torchlight","collect_within","reduced_meals","no","SL","never_there","no","fever","yes","NC","malaria_fever","typhoid","natural","no","NC","no","worse","yes","no","none","none","early_marr","fear_of_being_beaten_by_AOG","yes","NC","SL","NC","yes","yes","no","no","no","outside","no","no","yes","yes","yes","no","SL","SL","makeshift","proper_home","SL","SL","NC","NC","no","SL","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","yes","NC","no","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","sleeping_mat","no","yes","yes","pro_well","under_30_minutes","yes","no","yes","yes","NC","none_available","only_water","yes","SL","no","SL","yes","NC","NC","no","SL","yes","NC","NC","yes","yes","no","no","in_person","friend_family","none","no","person","yes","no_mobile","info_aoo",NC,NC,"SL","SL",1,48,0.025,0,9,288,0.03125,0
"61","borno;NG008022","NG008022007;NG008022",NC,"ffffe4ba-d020-4042-956c-4f9e13974bd3;NG008022007;NG008022","borno","NG008022","NG008022007","ffffe4ba-d020-4042-956c-4f9e13974bd3","yes","more_half","no","no","SL","SL","SL","SL","SL","no","SL","SL","SL","SL","NC","no","less_half","less_half","no","unsafe_access_land","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","forage","yes","two","no","no","NC","NC","SL","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","hunger_worst","SL","SL","no_impact","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","no","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","no","no","no","no","no","no","no","NC","firewood","torchlight","collect_within","reduced_meals","no","SL","never_there","no","malnutrition","yes","hunger_malnutrition","hunger_malnutrition","hunger_malnutrition","hunger_malnutrition","no","NC","no","worse","no","no","forced_marriage","forced_recruit","abduct","harass","no","SL","SL","NC","no","no","no","no","no","inside","no","no","no","no","no","no","SL","SL","tent","proper_home","SL","SL","SL","SL","SL","SL","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","no","SL","no","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","soap","no","no","SL","pro_well","under_30_minutes","no","no","yes","no","SL","SL","only_water","no","no_facilities","SL","SL","SL","SL","NC","SL","SL","SL","SL","NC","no","no","no","no","in_person","friend_family","none","no","person","no","SL","SL","SL","SL","SL","SL",1,31,0.035,0,9,288,0.03125,0
"62","borno;NG008022","NG008022008;NG008022",NC,"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx;NG008022008;NG008022","borno","NG008022","NG008022008","xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","yes","less_half","yes","no","SL","SL","SL","SL","SL","no","SL","SL","SL","SL","NC","no","less_half","dontknow","no","unsafe_access_land","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","cultivated","yes","two","no","yes","no","no","no","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","hunger_severe","SL","SL","no_impact","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","no","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","no","no","yes","yes","no","no","no","NC","firewood","none","collect_within","NC","no","SL","never_there","no","diarrhea","yes","NC","hunger_malnutrition","NC","NC","no","NC","no","NC","yes","no","aog_violence","harass","forced_marriage","NC","no","SL","SL","NC","no","no","yes","yes","no","inside","no","no","no","no","yes","yes","2","no","permanent","proper_home","SL","SL","SL","SL","SL","SL","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","yes","NC","no","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","NC","no","no","SL","unpro_well","under_30_minutes","no","yes","yes","no","SL","SL","only_water","yes","SL","no","SL","yes","NC","NC","no","SL","yes","NC","NC","no","no","no","no","none","NC","none","no","person","yes","NC","NC","SL","SL","SL","SL",1,23,0.045,0,9,288,0.03125,0
"63","borno;NG008022","NG008022010;NG008022",NC,"d2ed080d-3115-492a-a9b1-4c88ff90a5f3;NG008022010;NG008022","borno","NG008022","NG008022010","d2ed080d-3115-492a-a9b1-4c88ff90a5f3","yes","less_half","yes","no","SL","SL","SL","SL","SL","no","SL","SL","SL","SL","NC","no","less_half","less_half","yes","SL","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","cultivated","yes","two","no","no","NC","NC","SL","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","SL","SL","SL","small_impact","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","yes","SL","SL","SL","SL","SL","SL","yes","yes","yes","yes","yes","no","yes","pay_landlord","firewood","torchlight","collect_within","reduced_meals","no","SL","never_there","no","fever","no","SL","malaria_fever","malaria_fever","malaria_fever","no","NC","no","worse","no","no","none","none","early_marr","fear_of_being_beaten_by_AOG","yes","SL","SL","NC","yes","yes","yes","no","no","outside","no","no","yes","yes","no","no","SL","SL","makeshift","proper_home","SL","SL","SL","SL","SL","SL","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","yes","NC","no","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","sleeping_mat","no","yes","yes","pro_well","30_minutes_1_hour","yes","yes","yes","no","SL","SL","only_water","no","no_facilities","SL","SL","SL","SL","NC","SL","SL","SL","SL","NC","yes","yes","no","no","in_person","friend_family","none","no","person","yes","no_mobile","info_aoo","SL","SL","SL","SL",1,14,0.075,1,9,288,0.03125,0
"64","borno;NG008022","NG008022011;NG008022",NC,"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx;NG008022011;NG008022","borno","NG008022","NG008022011","xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","yes","less_half","no","no","SL","SL","SL","SL","SL","no","SL","SL","SL","SL","NC","no","less_half","less_half","yes","SL","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","cultivated","no","two","no","no","NC","NC","SL","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","SL","SL","SL","small_impact","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","yes","SL","SL","SL","SL","SL","SL","yes","yes","yes","yes","yes","no","yes","pay_authorities","firewood","torchlight","collect_within","reduced_meals","no","SL","never_there","no","malaria","no","SL","malaria_fever","malaria_fever","malaria_fever","no","NC","no","worse","no","no","fear_of_being_beaten_by_AOG","fear_of_being_beaten_by_AOG","none","none","yes","SL","SL","NC","yes","yes","no","no","no","outside","no","no","yes","yes","no","no","SL","SL","makeshift","bush","SL","SL","SL","SL","SL","SL","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","no","SL","no","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","mosquito_net","no","no","SL","river","under_30_minutes","yes","yes","yes","yes","NC","none_available","only_water","no","no_facilities","SL","SL","SL","SL","NC","SL","SL","SL","SL","NC","yes","yes","no","no","in_person","friend_family","none","no","person","yes","no_mobile","info_aoo","SL","SL","SL","SL",1,23,0.045,0,9,288,0.03125,0
"65","borno;NG008022","NG008022013;NG008022",NC,"11b31243-dc46-467c-97a3-91ad19ac040c;NG008022013;NG008022","borno","NG008022","NG008022013","11b31243-dc46-467c-97a3-91ad19ac040c","yes","less_half","yes","no","SL","SL","SL","SL","SL","no","SL","SL","SL","SL","NC","no","less_half","less_half","yes","SL","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","cultivated","no","two","no","no","NC","NC","SL","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","SL","SL","SL","small_impact","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","yes","SL","SL","SL","SL","SL","SL","yes","yes","yes","yes","yes","no","yes","pay_landlord","firewood","torchlight","collect_within","reduced_meals","no","SL","never_there","no","malaria","no","SL","malaria_fever","malaria_fever","malaria_fever","no","NC","no","worse","no","no","none","none","forced_marriage","forced_marriage","yes","SL","SL","NC","yes","yes","yes","no","no","outside","no","no","yes","yes","no","no","SL","SL","makeshift","proper_home","SL","SL","SL","SL","SL","SL","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","yes","less_half","no","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","NC","no","no","SL","pro_well","30_minutes_1_hour","yes","yes","yes","yes","NC","none_available","only_water","no","no_facilities","SL","SL","SL","SL","NC","SL","SL","SL","SL","NC","yes","yes","no","no","in_person","friend_family","none","no","person","yes","no_mobile","info_aoo","SL","SL","SL","SL",1,18,0.06,1,9,288,0.03125,0
