"","state_lga","ward_lga","ki_coverage","settlement_ward_lga","C_info_state","C_info_lga","C_info_ward","C_info_settlement","D_D1_hc_now","D_D1_hc_remain_perc","D_D1_insurgents_settlements","D_D1_community_leadership","D_D1_community_leadership_groups_youth","D_D1_community_leadership_groups_women","D_D1_community_leadership_groups_elderly","D_D1_community_leadership_groups_disabled","D_D1_community_leadership_groups_none","D_D2_idp_now","D_D2_idp_perc","D_D2_idp_time_arrive","D_D2_idp_source_state","D_D2_idp_source_lga","D_D2_idp_abductee","D_D3_returnees_now","D_D4_child_perc","D_D4_pregnant_lactating_perc","E_food_now","E_food_no_reason1","E_food_now_type_main_staples","E_food_now_type_pulses","E_food_now_type_fruit","E_food_now_type_vegetables","E_food_now_type_meat","E_food_now_type_milk_dairy","E_food_source","E_food_wild_now","E_meals_number","E_food_distr","E_market_now","E_market_now_se","E_market_now_who","E_cereal_price_increase","E_food_coping_consumption_less_expensive_food","E_food_coping_consumption_borrow_food","E_food_coping_consumption_wild_food","E_food_coping_consumption_limit_meal_size","E_food_coping_consumption_only_children_eat","E_food_coping_consumption_reduce_meals","E_food_coping_consumption_skip_days","E_food_coping_consumption_none","E_food_coping_livelihoods_borrow_food","E_food_coping_livelihoods_borrow_money","E_food_coping_livelihoods_gather_wild_food","E_food_coping_livelihoods_consume_seeds","E_food_coping_livelihoods_send_children_to_neighbors","E_food_coping_livelihoods_household_begs","E_food_coping_livelihoods_sell_home_assets","E_food_coping_livelihoods_sell_livestock","E_food_coping_livelihoods_slaughter_livestock","E_food_coping_livelihoods_hunting","E_food_coping_livelihoods_fishing","E_food_coping_livelihoods_cattle_camps","E_food_coping_livelihoods_displacement_camp","E_food_coping_livelihoods_none","E_shock_hunger","E_shock_arrival","E_shock_cereal_price","E_shock_protection","E_current_activities_crops_for_cash","E_current_activities_crops_for_sustenance","E_current_activities_livestock","E_current_activities_hunting","E_current_activities_fishing","E_current_activities_casual_labour","E_current_activities_market","E_current_activities_salaries","E_current_activities_remittances","E_current_activities_poultry","E_current_activities_none","E_current_activities_other","E_livelihoods_practice_subsistence","E_livelihoods_practice_farmingsell","E_livelihoods_practice_grazing","E_livelihoods_practice_markets","E_livelihoods_practice_transportation","E_livelihoods_practice_trade","E_livelihoods_practice_artisan","E_livelihoods_practice_service","E_livelihoods_practice_other","E_livelihoods_barriers","E_livelihoods_barriers_choice_farmland","E_livelihoods_barriers_choice_waterways","E_livelihoods_barriers_choice_grazing","E_livelihoods_barriers_choice_markets","E_livelihoods_barriers_choice_transportation","E_livelihoods_barriers_choice_other","E_land_available","E_ag_inputs","E_harvest_last","E_harvest_next","E_livestock_possession","E_livestock_access","E_harvest_who","E_harvest_use","E_fuel_cooking","E_fuel_lighting","E_fuel_obtain","E_fuel_insufficient","F_health_now","F_health_dist","F_health_no_reason1","F_supp_feeding","F_health_problems1","F_mortality_increase","F_mortality_increase_why","F_mortality_child","F_mortality_adults","F_mortality_eldery","F_polio_vacc","F_polio_vacc_visit","F_polio_vacc_infection","G_prot_now","G_prot_incidence","G_prot_looting","G_prot_women_concern","G_prot_men_concern","G_prot_girls_concern","G_prot_boys_concern","G_prot_unaccompanied","G_comm_relations","G_disputes_violence","G_disputes","G_lighting","G_night_walk","G_abduction_girls","G_abduction_boys","G_suicide_bombing","G_safe_concerns","G_detained_childer","G_detained_adult","G_move_men","G_move_women","G_enslaved_labor","G_mines","G_quantity_uxo","G_mine_acc_numb","I_I1_nd_shelter_type1","I_I1_nd_location","I_I1_rt_shelter_type1","I_I1_rt_location","I_I2_idp_shelter_type1","I_I2_idp_location","I_I2_shelter_open_yn","I_I2_shelter_open","I_shelter_materials_grass","I_shelter_materials_mud","I_shelter_materials_timber","I_shelter_materials_rope","I_shelter_materials_cgi","I_shelter_materials_ps","I_shelter_materials_pole","I_shelter_materials_none","I_shelter_materials_other","I_shelter_damage","I_shelter_destroyed_percent","I_shelter_flooding","I_nfi_available_blanket","I_nfi_available_sleeping_mat","I_nfi_available_jerry_can","I_nfi_available_cooking_pot","I_nfi_available_mosquito_net","I_nfi_available_bucket","I_nfi_available_soap","I_nfi_available_none","I_nfi_available_other","I_nfi_source_pre_displacement","I_nfi_source_market","I_nfi_source_local_community","I_nfi_source_ngo","I_nfi_source_didnt_get","I_nfi_source_other","I_nfi_need1","I_nfi_distribution","J_water_boreholes","J_water_boreholes_functional","J_water_now_how","J_water_now_time","J_water_source_animals","J_water_safety","J_water_source_seasonal","J_latrine_now","J_latrine_usage","J_latrine_no_usage","J_hand_washing","K_edu_now","K_edu_no_reason","K_edu_girl_formal","K_edu_girl_formal_attendance","K_edu_girl_informal","K_edu_girl_informal_attendance","K_attendance_no_reason1_girls","K_edu_boy_formal","K_edu_boy_formal_attendance","K_edu_boy_informal","K_edu_boy_informal_attendance","K_attendance_no_reason1_boys","N_radio_allowed","N_radio_existing","N_cellphoneallowed","N_cellphone_existing","N_info_source","N_info_source_who","N_electricity","N_mobilephone","N_info_trust","N_prevent_info","N_prevent_info_how","N_prevent_info_what","D_D2_idp_source_ward","D_D2_idp_source_settlement","D_D3_returnee_time_arrived","L_idp_leadership","ward_htr_settle_cnt","ward_gis_settle_cnt","ward_prcnt_of_H2R","ward_prcnt20ov_yn","lga_settle_cnt_H2R","lga_settle_cnt_GIS","lga_prcnt_of_H2R","lga_prcnt20ov_yn"
"44","borno;NG008015","NG008015001;NG008015",NC,"ed4fe8f3-aec7-41f3-96e8-b303138bda84;NG008015001;NG008015","borno","NG008015","NG008015001","ed4fe8f3-aec7-41f3-96e8-b303138bda84","yes","less_half","yes","no","SL","SL","SL","SL","SL","yes","NC","1_year","NC","NC","yes","no","less_half","less_half","no","unsafe_access_land","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","forage","yes","three","no","no","NC","NC","SL","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","hunger_severe","NC","SL","large_impact","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","no","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","no","no","yes","yes","no","no","yes","NC","firewood","none","collect_within","reduced_meals","no","SL","never_there","no","fever","yes","NC","hunger_malnutrition","malaria_fever","natural","no","NC","no","worse","yes","yes","aog_violence","aog_violence","forced_marriage","abduct","yes","NC","SL","NC","no","no","yes","yes","yes","inside","no","yes","yes","yes","yes","no","SL","SL","permanent","proper_home","SL","SL","NC","NC","no","SL","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","yes","NC","yes","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","clothes","no","yes","yes","NC","30_minutes_1_hour","yes","yes","yes","yes","NC","none_available","soap","yes","SL","no","SL","yes","NC","NC","no","SL","yes","NC","NC","yes","yes","yes","no","none","NC","none","no","person","yes","no_obstacle","info_family",NC,NC,"SL","SL",1,12,0.085,1,6,255,0.0235294117647059,0
"45","borno;NG008015","NG008015004;NG008015",NC,"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx;NG008015004;NG008015","borno","NG008015","NG008015004","xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","yes","less_half","yes","no","SL","SL","SL","SL","SL","no","SL","SL","SL","SL","NC","no","less_half","less_half","no","unsafe_access_land","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","cultivated","yes","one","no","no","NC","NC","SL","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","hunger_severe","SL","SL","large_impact","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","no","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","yes","no","yes","no","no","yes","yes","other","firewood","torchlight","collect_within","reduced_meals","no","SL","never_there","no","fever","yes","cholera_diarrhea","hunger_malnutrition","cholera_diarrhea","natural","no","NC","no","worse","yes","no","aog_violence","sex_viol","forced_marriage","abduct","no","SL","SL","NC","no","no","NC","NC","no","inside","no","no","no","no","yes","no","SL","SL","permanent","proper_home","SL","SL","SL","SL","SL","SL","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","yes","less_half","no","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","cooking_pot","no","yes","yes","pro_well","30_minutes_1_hour","no","no","yes","no","SL","SL","only_water","no","no_facilities","SL","SL","SL","SL","NC","SL","SL","SL","SL","NC","no","no","no","no","none","NC","none","no","person","yes","no_obstacle","info_family","SL","SL","SL","SL",1,104,0.01,0,6,255,0.0235294117647059,0
"46","borno;NG008015","NG008015007;NG008015",NC,"2244d03b-533b-477b-9b9d-c4894870b3d1;NG008015007;NG008015","borno","NG008015","NG008015007","2244d03b-533b-477b-9b9d-c4894870b3d1","no","SL","no","yes","FALSE","NC","NC","FALSE","NC","yes","NC","1_year","NC","NC","NC","no","NC","less_half","no","NC","TRUE","NC","FALSE","FALSE","FALSE","FALSE","NC","yes","two","no","yes","yes","yes","yes","TRUE","FALSE","NC","NC","FALSE","NC","FALSE","FALSE","NC","NC","NC","FALSE","FALSE","NC","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","NC","NC","no_impact","no_impact","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","NC","FALSE","FALSE","NC","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","NC","TRUE","NC","FALSE","FALSE","no","TRUE","FALSE","NC","TRUE","TRUE","FALSE","yes","no","yes","yes","yes","no","yes","NC","firewood","torchlight","NC","reduced_meals","no","SL","NC","no","cholera","no","SL","cholera_diarrhea","NC","natural","no","NC","no","NC","no","no","NC","NC","NC","NC","yes","NC","SL","NC","no","yes","no","no","no","inside","no","no","yes","yes","no","no","SL","SL","SL","SL","SL","SL","NC","NC","no","SL","TRUE","TRUE","NC","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","yes","more_half","no","FALSE","TRUE","NC","TRUE","NC","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","NC","FALSE","FALSE","FALSE","blanket","no","yes","yes","borehole","NC","yes","yes","yes","yes","more_half","SL","only_water","no","repurpose","SL","SL","SL","SL","NC","SL","SL","SL","SL","NC","yes","yes","yes","yes","radio","NC","NC","no","phone_call","no","SL","SL",NC,NC,"SL",NC,1,37,0.03,0,6,255,0.0235294117647059,0
"47","borno;NG008015","NG008015008;NG008015",NC,"4a73640b-58a0-41af-90b5-85c22be7b225;NG008015008;NG008015","borno","NG008015","NG008015008","4a73640b-58a0-41af-90b5-85c22be7b225","yes","NC","no","yes","FALSE","FALSE","TRUE","FALSE","FALSE","yes","half","7_12_months","NC","NC","NC","no","less_half","less_half","no","food_taken_away_by_AOG","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","cultivated","yes","NC","yes","yes","yes","yes","yes","TRUE","FALSE","NC","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","hunger_severe","no_impact","NC","no_impact","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","no","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","no","no","yes","yes","no","no","yes","pay_landlord","firewood","torchlight","collect_within","reduced_meals","no","SL","security","no","cholera","no","SL","cholera_diarrhea","conflict","natural","yes","NC","no","worse","yes","yes","aog_violence","aog_violence","aog_violence","aog_violence","yes","neutral","no","NC","no","no","no","no","no","inside","no","no","yes","yes","no","no","SL","SL","NC","NC","SL","SL","makeshift","community_bldg","no","SL","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","NC","FALSE","FALSE","yes","NC","yes","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","NC","FALSE","FALSE","FALSE","blanket","no","yes","yes","borehole","1_hour_half_day","yes","yes","yes","yes","half","NC","only_water","no","facilities_dest_con","SL","SL","SL","SL","NC","SL","SL","SL","SL","NC","yes","yes","yes","yes","radio","friend_family","none","no","phone_call","no","SL","SL",NC,NC,"SL",NC,1,23,0.045,0,6,255,0.0235294117647059,0
"48","borno;NG008015","NG008015009;NG008015",NC,"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx;NG008015009;NG008015","borno","NG008015","NG008015009","xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","yes","less_half","yes","no","SL","SL","SL","SL","SL","no","SL","SL","SL","SL","NC","no","less_half","less_half","no","unsafe_access_land","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","forage","yes","three","no","no","NC","NC","SL","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","hunger_severe","SL","SL","large_impact","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","no","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","no","no","no","no","no","no","no","NC","firewood","none","collect_within","reduced_meals","no","SL","never_there","no","fever","no","SL","hunger_malnutrition","cholera_diarrhea","natural","no","NC","no","worse","no","no","aog_violence","aog_violence","forced_marriage","abduct","yes","SL","SL","NC","no","no","no","no","no","inside","no","no","no","no","no","no","SL","SL","permanent","proper_home","SL","SL","SL","SL","SL","SL","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","yes","more_half","no","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","clothes","no","yes","yes","unpro_well","30_minutes_1_hour","yes","yes","yes","no","SL","SL","soap","no","no_facilities","SL","SL","SL","SL","NC","SL","SL","SL","SL","NC","no","no","no","no","none","NC","none","no","person","no","SL","SL","SL","SL","SL","SL",1,8,0.125,1,6,255,0.0235294117647059,0
"49","borno;NG008015","NG008015010;NG008015",NC,"dcca909c-ce3c-4916-bcbc-18affa4ed185;NG008015010;NG008015","borno","NG008015","NG008015010","dcca909c-ce3c-4916-bcbc-18affa4ed185","yes","less_half","no","no","SL","SL","SL","SL","SL","no","SL","SL","SL","SL","NC","no","less_half","less_half","no","unsafe_access_land","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","forage","yes","three","no","no","NC","NC","SL","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","hunger_severe","SL","SL","large_impact","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","no","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","no","no","no","no","no","no","no","NC","firewood","torchlight","collect_within","reduced_meals","no","SL","never_there","no","fever","no","SL","hunger_malnutrition","malaria_fever","malaria_fever","no","NC","no","worse","yes","yes","aog_violence","aog_violence","forced_marriage","abduct","yes","SL","SL","NC","no","no","yes","yes","no","inside","no","no","no","no","no","no","SL","SL","permanent","other_home","SL","SL","SL","SL","SL","SL","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","yes","more_half","yes","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","cooking_pot","no","yes","yes","pro_well","30_minutes_1_hour","no","no","no","no","SL","SL","soap","no","facilities_dest_con","SL","SL","SL","SL","NC","SL","SL","SL","SL","NC","yes","no","no","no","none","NC","none","yes","person","yes","no_obstacle","info_admin","SL","SL","SL","SL",1,17,0.06,1,6,255,0.0235294117647059,0
"50","borno;NG008016","NG008016007;NG008016",NC,"bf420b5e-83d8-444e-9839-aa2511183a43;NG008016007;NG008016","borno","NG008016","NG008016007","bf420b5e-83d8-444e-9839-aa2511183a43","yes","less_half","no","no","SL","SL","SL","SL","SL","yes","NC","4_6_months","NC","NC","NC","no","less_half","less_half","no","food_taken_away_by_AOG","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","cultivated","yes","NC","no","no","NC","NC","SL","NC","NC","TRUE","NC","FALSE","FALSE","FALSE","FALSE","NC","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","hunger_severe","NC","SL","large_impact","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","no","FALSE","FALSE","FALSE","NC","FALSE","TRUE","yes","no","yes","yes","no","no","yes","other","NC","firewood","collect_within","fuel_sufficient","no","SL","NC","no","NC","no","SL","NC","NC","NC","no","NC","yes","NC","yes","yes","NC","fear_of_being_beaten_by_AOG","NC","fear_of_being_beaten_by_AOG","yes","NC","SL","NC","no","no","yes","no","no","outside","no","no","yes","no","no","no","SL","SL","makeshift","bush","SL","SL","NC","NC","no","SL","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","yes","NC","no","NC","TRUE","TRUE","NC","FALSE","NC","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","NC","no","no","SL","unpro_well","30_minutes_1_hour","yes","no","yes","yes","all","NC","only_water","no","NC","SL","SL","SL","SL","NC","SL","SL","SL","SL","NC","no","no","no","no","NC","NC","none","no","person","yes","NC","NC",NC,NC,"SL","SL",1,39,0.03,0,2,1230,0.0016260162601626,0
"51","borno;NG008016","NG008016008;NG008016",NC,"fcbd9a6c-9f8b-47ad-836b-633fa75e10ae;NG008016008;NG008016","borno","NG008016","NG008016008","fcbd9a6c-9f8b-47ad-836b-633fa75e10ae","yes","less_half","no","no","SL","SL","SL","SL","SL","yes","more_half","4_6_months","borno","NG008016","no","no","less_half","less_half","yes","SL","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","cultivated","no","three","no","no","NC","NC","SL","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","SL","no_impact","SL","small_impact","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","no","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","yes","no","yes","yes","no","no","yes","other","firewood","torchlight","collect_outside","fuel_sufficient","no","SL","never_there","no","measles","yes","natural","malaria_fever","natural","natural","no","NC","no","stay","no","no","forced_marriage","kill_inj_same","early_marr","forced_recruit","no","good","SL","NC","yes","yes","no","no","no","inside","yes","yes","yes","no","no","no","SL","SL","makeshift","proper_home","SL","SL","makeshift","host_com","no","SL","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","no","SL","no","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","clothes","no","no","SL","unpro_well","30_minutes_1_hour","no","yes","yes","yes","all","NC","only_water","no","no_facilities","SL","SL","SL","SL","NC","SL","SL","SL","SL","NC","no","yes","no","yes","radio","friend_family","none","no","radio","no","SL","SL",NC,NC,"SL","SL",1,173,0.01,0,2,1230,0.0016260162601626,0
"52","borno;NG008017","NG008017002;NG008017",NC,"7fdb53fa-987f-482d-90ca-279bb6adbc15;NG008017002;NG008017","borno","NG008017","NG008017002","7fdb53fa-987f-482d-90ca-279bb6adbc15","yes","less_half","yes","no","SL","SL","SL","SL","SL","yes","NC","1_year","NC","NC","no","yes","less_half","less_half","no","NC","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","cultivated","no","two","no","no","NC","NC","SL","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","NC","NC","SL","small_impact","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","yes","SL","SL","SL","SL","SL","SL","yes","yes","yes","yes","yes","no","yes","pay_authorities","firewood","torchlight","collect_outside","reduced_meals","no","SL","never_there","no","malaria","no","SL","malaria_fever","malaria_fever","malaria_fever","no","NC","no","better","no","no","none","none","none","none","yes","NC","SL","NC","yes","yes","no","no","no","inside","yes","yes","yes","yes","yes","no","SL","SL","makeshift","proper_home","NC","NC","NC","NC","no","SL","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","yes","less_half","yes","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","mosquito_net","no","no","SL","unpro_well","30_minutes_1_hour","yes","yes","yes","yes","NC","none_available","only_water","no","no_facilities","SL","SL","SL","SL","NC","SL","SL","SL","SL","NC","yes","yes","yes","no","in_person","friend_family","none","no","person","yes","no_mobile","info_aoo",NC,NC,NC,"SL",1,125,0.01,0,3,575,0.00521739130434783,0
"53","borno;NG008017","NG008017005;NG008017",NC,"876f9886-ec8e-4cb2-8082-a97a8de4b1dc;NG008017005;NG008017","borno","NG008017","NG008017005","876f9886-ec8e-4cb2-8082-a97a8de4b1dc","yes","less_half","no","no","SL","SL","SL","SL","SL","no","SL","SL","SL","SL","NC","yes","less_half","less_half","yes","SL","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","cultivated","no","two","no","no","NC","NC","SL","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","SL","small_impact","SL","small_impact","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","yes","SL","SL","SL","SL","SL","SL","yes","yes","yes","yes","yes","no","yes","pay_landlord","firewood","torchlight","collect_within","reduced_meals","no","SL","never_there","no","fever","no","SL","malaria_fever","malaria_fever","malaria_fever","no","NC","no","better","no","no","none","none","none","none","no","SL","SL","NC","yes","yes","no","no","no","inside","no","no","yes","yes","yes","no","SL","SL","makeshift","proper_home","makeshift","proper_home","SL","SL","SL","SL","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","no","SL","no","FALSE","FALSE","FALSE","TRUE","TRUE","NC","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","sleeping_mat","no","no","SL","pro_well","30_minutes_1_hour","yes","no","yes","no","SL","SL","only_water","no","no_facilities","SL","SL","SL","SL","NC","SL","SL","SL","SL","NC","yes","yes","yes","no","in_person","friend_family","none","no","person","yes","no_mobile","info_aoo","SL","SL",NC,"SL",1,162,0.01,0,3,575,0.00521739130434783,0
"54","borno;NG008017","NG008017008;NG008017",NC,"xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx;NG008017008;NG008017","borno","NG008017","NG008017008","xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx","yes","less_half","no","no","SL","SL","SL","SL","SL","yes","less_half","4_6_months","borno","NG008017","no","yes","less_half","less_half","no","NC","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","cultivated","no","two","no","no","NC","NC","SL","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","NC","small_impact","SL","small_impact","FALSE","TRUE","TRUE","FALSE","NC","NC","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","yes","SL","SL","SL","SL","SL","SL","yes","yes","yes","yes","yes","no","yes","NC","firewood","torchlight","collect_outside","reduced_meals","no","SL","destroyed_viol","no","NC","no","SL","malaria_fever","malaria_fever","malaria_fever","no","NC","no","worse","no","no","none","none","none","none","yes","good","SL","NC","yes","yes","no","no","no","NC","no","no","yes","yes","no","no","SL","SL","makeshift","proper_home","makeshift","bush","makeshift","host_com","no","SL","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","no","SL","no","NC","NC","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","mosquito_net","no","yes","yes","NC","NC","yes","no","yes","no","SL","SL","only_water","no","NC","SL","SL","SL","SL","NC","SL","SL","SL","SL","NC","yes","yes","yes","no","in_person","friend_family","none","no","person","yes","no_mobile","info_aoo",NC,NC,NC,"SL",1,16,0.065,1,3,575,0.00521739130434783,0
